target_inter_id,target_inter_name,movement,entrance_dir8,entrance_eight_direction,turn_dir_no,exit_dir8,downstream_inter_id,downstream_inter_name,receiving_eight_direction,receiving_turn_dir_no,period,target_overflow_max_pm,target_overflow_mean_pm,target_overflow_max_all,target_sat_max_pm,target_green_util_max_pm,target_queue_max_m_pm,downstream_overflow_max_pm,downstream_sat_max_pm,screen_type,target_overflow_problem,target_sat_problem,target_high_demand,downstream_blocked,downstream_slack,has_downstream_dwd
011wwe28ecb00001,辛公南街与泺邑路路口,南进口直行,4,5,2,0,011wwe28ecr00001,天辰路与泺邑路路口,5,2,evening_peak,0.6163,0.0062,0.6163,,,79.2,0.3775,0.0,WEAK_TYPE1,False,False,False,False,True,True
011wwe0wfxy00001,天地坛街与泉城路路口,北进口直行,0,1,2,4,011wwe0x42000001,南门大街与天地坛街路口,1,2,evening_peak,0.6153,0.0757,0.62,,,52.4,0.3148,,WEAK_TYPE1,False,False,False,False,True,True
011wwe0x2g600001,山师北街与文化东路路口,西进口直行,6,7,2,2,011wwe0x2vd00001,山师东路与文化东路路口,7,2,evening_peak,0.6054,0.0917,0.6054,,,208.8,0.2585,,WEAK_TYPE1,False,False,False,False,True,True
011wwe2801n00001,二环东路辅路与经十路路口,南进口左转,4,5,1,6,011wwe2800q00001,二环东路辅路与经十路路口,3,1,evening_peak,0.5999,0.0345,0.8968,,,39.2,0.1326,,WEAK_TYPE1,False,False,False,False,True,True
011wwe28drd00001,解放东路与解放东路路口,东进口直行,2,3,2,6,011wwe28dqf00001,解放东路与解放东路路口,3,2,evening_peak,0.5995,0.0294,0.6629,,,117.2,0.7823,,WEAK_TYPE1,False,False,False,False,True,True
011wwe29t1y00001,新泺大街与舜旺路路口,西南进口直行,5,6,2,1,011wwe29tkp00001,开拓路与新泺大街路口,6,2,evening_peak,0.5952,0.0529,0.7567,,,188.8,0.2209,,WEAK_TYPE1,False,False,False,False,True,True
011wwe0wbzv00001,南圩门外街与文化西路路口,东进口直行,2,3,2,6,011wwe0wbyy00001,文化西路与青年东路路口,3,2,evening_peak,0.592,0.1533,0.6128,,,74.0,0.2363,,WEAK_TYPE1,False,False,False,False,True,True
011wwe29rfs00001,沁园路与颖秀路路口,南进口直行,4,5,2,0,011wwe2c26700001,花园东路与颖秀路路口,5,2,evening_peak,0.5782,0.0502,0.8133,,,122.0,0.2316,,WEAK_TYPE1,False,False,False,False,True,True
011wwe29jbf00001,会展路与奥体中路路口,东进口直行,2,3,2,6,011wwe28vz100001,会展路与正奥路路口,3,2,evening_peak,0.5739,0.0491,0.5739,0.763,0.763,226.4,0.2617,0.3968,WEAK_TYPE1,False,False,False,False,True,True
011wwe0wbyy00001,文化西路与青年东路路口,北进口直行,0,1,2,4,011wwe0qzwv00001,经十路与青年东路路口,1,2,evening_peak,0.5737,0.2784,0.675,,,68.0,0.091,,WEAK_TYPE1,False,False,False,False,True,True
011wwe2952100001,安成街与大辛河西路路口,东进口直行,2,3,2,6,011wwe28gm900001,安成街与奥体西路路口,3,2,evening_peak,0.5552,0.018,0.5552,,0.3243,135.0,0.1312,0.0,WEAK_TYPE1,False,False,False,False,True,True
011wwe281bq00001,和平路与甸新东路路口,北进口左转,0,1,1,2,011wwe281cy00001,二环东路与和平路路口,7,1,evening_peak,0.5512,0.0198,0.5512,,0.15,196.6,0.1646,,WEAK_TYPE1,False,False,False,False,True,True
011wwe2827q00001,浆水泉路与经十路路口,北进口左转,0,1,1,2,011wwe288ct00001,经十路辅路与洪山路路口,7,1,evening_peak,0.5491,0.1462,0.5911,,,36.6,0.0338,0.3474,WEAK_TYPE1,False,False,False,False,True,True
011wwe28euv00001,辛公北街与海右路路口,北进口直行,0,1,2,4,011wwe28etp00001,海右路与海右路路口,1,2,evening_peak,0.5353,0.0454,1.1343,,0.2419,70.6,0.1095,,WEAK_TYPE1,False,False,False,False,True,True
011wwe28f3100001,茂岭山三号路与解放东路路口,西进口直行,6,7,2,2,011wwe28f7c00001,解放东路与齐川路路口,7,2,evening_peak,0.535,0.1822,0.535,,0.2083,105.6,0.4404,0.0,WEAK_TYPE1,False,False,False,False,True,True
011wwe0wfhn00001,榜棚街与黑虎泉西路路口,西进口直行,6,7,2,2,011wwe0x42000001,南门大街与天地坛街路口,7,2,evening_peak,0.5329,0.1318,0.5329,,,170.8,0.2875,,WEAK_TYPE1,False,False,False,False,True,True
011wwe23r8b00001,旅游路与旅游路路口,东进口直行,2,3,2,6,011wwe23px700001,旅游路与龙洞立交桥路口,3,2,evening_peak,0.53,0.1157,0.53,1.6716,1.6716,203.0,0.1134,,TYPE1_POINT,False,True,True,False,True,True
011wwe0rx9v00001,环山路与经十路路口,北进口左转,0,1,1,2,011wwe0rxtm00001,山大路与燕子山西路路口,7,1,evening_peak,0.5187,0.0078,0.5187,,,182.0,0.1203,,WEAK_TYPE1,False,False,False,False,True,True
011wwe28vy300001,正丰路与规划路路口,北进口左转,0,1,1,2,011wwe28vz100001,会展路与正奥路路口,7,1,evening_peak,0.516,0.0122,0.7274,0.2057,0.2553,104.0,0.0711,0.6392,WEAK_TYPE1,False,False,False,False,True,True
011wwe29ksd00001,新泺大街与舜华路路口,东北进口直行,1,2,2,5,011wwe29k7w00001,新泺大街与舜华西路路口,2,2,evening_peak,0.5149,0.1932,0.9287,,,67.2,0.2914,,WEAK_TYPE1,False,False,False,False,True,True
011wwe2813t00001,二环东路与甸新南路路口,南进口直行,4,5,2,0,011wwe281cy00001,二环东路与和平路路口,5,2,evening_peak,0.5131,0.0621,0.5131,,0.3617,187.8,0.1844,,WEAK_TYPE1,False,False,False,False,True,True
011wwe0x1b600001,南门大街与泺源大街路口,东进口直行,2,3,2,6,011wwe0wcyg00001,泺文路与泺源大街路口,3,2,evening_peak,0.509,0.1026,0.509,,,92.2,0.1808,,WEAK_TYPE1,False,False,False,False,True,True
011wwe28f3100001,茂岭山三号路与解放东路路口,北进口直行,0,1,2,4,011wwe28f1400001,永绥路与山左路路口,1,2,evening_peak,0.505,0.232,0.8016,,0.3571,53.8,0.6265,,WEAK_TYPE1,False,False,False,False,True,True
011wwe293wd00001,草山岭中路与草山岭南路路口,北进口直行,0,1,2,4,011wwe293nq00001,舜义路与辰鸣路路口,1,2,evening_peak,0.4949,0.1012,1.0716,,0.2308,49.6,0.4937,,WEAK_TYPE1,False,False,False,False,True,True
011wwe0x7vy00001,历山路与山大南路路口,北进口左转,0,1,1,2,011wwe0xebm00001,历山东路与山大南路路口,7,1,evening_peak,0.4914,0.1146,0.4914,,,49.0,0.0499,,WEAK_TYPE1,False,False,False,False,True,True
011wwe28fty00001,坤顺路与奥体西路路口,西进口直行,6,7,2,2,011wwe2948q00001,坤顺路与礼耕路路口,7,2,evening_peak,0.486,0.0954,0.486,1.2809,1.2809,54.8,0.1353,0.3331,TYPE1_POINT,False,True,True,False,True,True
011wwe2dhmp00001,兴港路与兴发路路口,南进口左转,4,5,1,6,011wwe2dh3m00001,兴港路与凤山路路口,3,1,evening_peak,0.4825,0.039,1.1502,,,50.0,0.0812,,WEAK_TYPE1,False,False,False,False,True,True
011wwe28fty00001,坤顺路与奥体西路路口,南进口直行,4,5,2,0,011wwe28gm900001,安成街与奥体西路路口,5,2,evening_peak,0.4822,0.0816,0.509,1.501,1.501,104.0,0.1814,0.0,TYPE1_POINT,False,True,True,False,True,True
011wwe28g5d00001,养浩街与齐音路路口,东进口直行,2,3,2,6,011wwe28g4d00001,养浩街与雪晴路路口,3,2,evening_peak,0.4762,0.0127,1.0377,,,62.6,0.1621,,WEAK_TYPE1,False,False,False,False,True,True
011wwe292sn00001,舜海路与龙奥北路路口,东进口直行,2,3,2,6,011wwe2929q00001,奥体东路与龙奥北路路口,3,2,evening_peak,0.4759,0.074,0.7726,,,72.2,0.2256,0.0,WEAK_TYPE1,False,False,False,False,True,True
011wwe29z0600001,世纪大道与凤凰路路口,东进口左转,2,3,1,4,011wwe29y8r00001,凤凰路与天辰路路口,1,1,evening_peak,0.4508,0.1212,0.546,,,46.9,0.0594,,WEAK_TYPE1,False,False,False,False,True,True
011wwe29njw00001,会展西路与会展路路口,东南进口左转,3,4,1,5,011wwe29nh000001,会展路与崇华路路口,2,1,evening_peak,0.4507,0.0444,1.2725,,,40.8,0.2187,,WEAK_TYPE1,False,False,False,False,True,True
011wwe28fty00001,坤顺路与奥体西路路口,西进口左转,6,7,1,0,011wwe28gm900001,安成街与奥体西路路口,5,1,evening_peak,0.4505,0.06,0.4505,1.1645,1.1645,50.8,0.0673,0.0,TYPE1_POINT,False,True,True,False,True,True
011wwe2889e00001,云腾路与洪山路路口,北进口直行,0,1,2,4,011wwe22xfx00001,洪山路与霞景路路口,1,2,evening_peak,0.4468,0.0208,0.4468,,,71.6,0.1133,0.5571,WEAK_TYPE1,False,False,False,False,True,True
011wwe28sgb00001,工业南路与茂岭二号路路口,北进口左转,0,1,1,2,011wwe28szy00001,工业南路与山左路路口,7,1,evening_peak,0.4462,0.0453,0.4619,0.7339,0.7339,105.6,0.0466,,WEAK_TYPE1,False,False,False,False,True,True
011wwe28dxv00001,坤顺路与坤顺路路口,西进口直行,6,7,2,2,011wwe28f9j00001,茂岭山三号路与规划一号路路口,7,2,evening_peak,0.446,0.0145,1.106,,,40.0,0.2608,,WEAK_TYPE1,False,False,False,False,True,True
011wwe29jt700001,崇华路与工业南路路口,东北进口左转,1,2,1,3,011wwe29hzm00001,天辰路与崇华路路口,8,1,evening_peak,0.4404,0.0973,0.9155,,,45.8,0.0321,,WEAK_TYPE1,False,False,False,False,True,True
011wwe0wfxy00001,天地坛街与泉城路路口,南进口左转,4,5,1,6,011wwe0wfs500001,榜棚街与泉城路路口,3,1,evening_peak,0.4362,0.0115,0.4362,,,40.1,0.1822,,WEAK_TYPE1,False,False,False,False,True,True
011wwe28dcv00001,泺邑路与泺邑路路口,北进口直行,0,1,2,4,011wwe28d9t00001,无名道路与泺邑路路口,1,2,evening_peak,0.436,0.0923,0.436,,,51.4,0.1967,,WEAK_TYPE1,False,False,False,False,True,True
011wwe28dqc00001,解放东路与礼士路路口,西进口直行,6,7,2,2,011wwe28drd00001,解放东路与解放东路路口,7,2,evening_peak,0.4356,0.0638,1.473,,,81.8,0.1967,,WEAK_TYPE1,False,False,False,False,True,True
011wwe28uf400001,虞舜街与齐音路路口,北进口直行,0,1,2,4,011wwe28udk00001,子云街与齐音路路口,1,2,evening_peak,0.4343,0.0295,1.084,,,51.6,0.1295,,WEAK_TYPE1,False,False,False,False,True,True
011wwe2c05q00001,崇华路与花园东路路口,东进口直行,2,3,2,6,011wwe2c01100001,花园东路与奥体中路路口,3,2,evening_peak,0.4329,0.0318,0.4329,,,37.2,0.2477,,WEAK_TYPE1,False,False,False,False,True,True
011wwe2952100001,安成街与大辛河西路路口,南进口左转,4,5,1,6,011wwe28gm900001,安成街与奥体西路路口,3,1,evening_peak,0.4251,0.011,0.4251,,0.4444,83.0,0.1178,0.0,WEAK_TYPE1,False,False,False,False,True,True
011wwe2dhmp00001,兴港路与兴发路路口,东进口直行,2,3,2,6,011wwe2dh3m00001,兴港路与凤山路路口,3,2,evening_peak,0.4248,0.0563,0.4248,,,113.4,0.1169,,WEAK_TYPE1,False,False,False,False,True,True
011wwe29wbh00001,工业南路与开拓路路口,东北进口左转,1,2,1,3,011wwe29w4n00001,天辰路与开拓路路口,8,1,evening_peak,0.4243,0.0624,0.4293,,,51.6,0.0255,,WEAK_TYPE1,False,False,False,False,True,True
011wwe28gg600001,新泺大街与齐音路路口,北进口左转,0,1,1,2,011wwe28gvj00001,奥体西路与新泺大街路口,7,1,evening_peak,0.4223,0.0115,0.4223,0.2155,0.3243,42.6,0.1171,,WEAK_TYPE1,False,False,False,False,True,True
011wwe28dm500001,姚家东路与茂岭二号路路口,北进口直行,0,1,2,4,011wwe289uc00001,姚家东路与姚家街路口,1,2,evening_peak,0.4217,0.1557,0.4514,2.0914,2.0914,79.6,0.1638,0.0,TYPE1_POINT,False,True,True,False,True,True
011wwe280c300001,二环东路辅路与窑头路路口,西进口左转,6,7,1,0,011wwe2813t00001,二环东路与甸新南路路口,5,1,evening_peak,0.4169,0.0237,0.4169,,,26.0,0.0918,0.0,WEAK_TYPE1,False,False,False,False,True,True
011wwe2dhmp00001,兴港路与兴发路路口,西进口直行,6,7,2,2,011wwe2dhx300001,兴港路与兴港路路口,7,2,evening_peak,0.4154,0.0368,0.4154,,,184.6,0.5456,,WEAK_TYPE1,False,False,False,False,True,True
011wwe28shs00001,天辰路与海右路路口,东进口直行,2,3,2,6,011wwe28s5d00001,天辰路与齐风路路口,3,2,evening_peak,0.4147,0.0422,0.6265,0.1929,0.3571,55.2,0.3345,,WEAK_TYPE1,False,False,False,False,True,True
011wwe288we00001,云腾路与转山西路路口,北进口直行,0,1,2,4,011wwe288qe00001,融庆巷与转山西路路口,1,2,evening_peak,0.4066,0.0699,0.5777,0.6986,0.6986,71.8,0.6403,0.6946,WEAK_TYPE1,False,False,False,False,True,True
011wwe23pru00001,奥体东路与百合东路路口,南进口直行,4,5,2,0,011wwe23rbm00001,奥体东路与龙奥南路路口,5,2,evening_peak,0.4047,0.0476,0.5746,,,51.0,0.1293,0.6087,WEAK_TYPE1,False,False,False,False,True,True
011wwe28t5t00001,化纤厂路与化纤厂路路口,北进口直行,0,1,2,4,011wwe28sgb00001,工业南路与茂岭二号路路口,1,2,evening_peak,0.4041,0.0124,0.4041,,,112.8,0.1648,0.5808,WEAK_TYPE1,False,False,False,False,True,True
011wwe28f9j00001,茂岭山三号路与规划一号路路口,北进口直行,0,1,2,4,011wwe28f3p00001,书昌街与山左路路口,1,2,evening_peak,0.4031,0.1424,1.4872,,,54.8,0.3447,,WEAK_TYPE1,False,False,False,False,True,True
011wwe28y7r00001,兴贤北街与奥体西路路口,北进口直行,0,1,2,4,011wwe28vu000001,奥体西路与规划路路口,1,2,evening_peak,0.4023,0.0635,0.8783,,,107.0,0.162,0.0,WEAK_TYPE1,False,False,False,False,True,True
011wwe280bc00001,二环东路辅路与文化东路路口,北进口直行,0,1,2,4,011wwe2800q00001,二环东路辅路与经十路路口,1,2,evening_peak,0.4001,0.0657,0.4774,,,147.0,0.1813,,WEAK_TYPE1,False,False,False,False,True,True
011wwe28ygh00001,奥体西路与康虹路路口,西进口直行,6,7,2,2,011wwe28yvp00001,康虹路与正丰路路口,7,2,evening_peak,0.3976,0.0638,0.4789,,,92.0,0.2114,,WEAK_TYPE1,False,False,False,False,True,True
011wwe22xfx00001,洪山路与霞景路路口,南进口直行,4,5,2,0,011wwe2889e00001,云腾路与洪山路路口,5,2,evening_peak,0.3975,0.0376,0.4022,0.6571,0.6571,101.8,0.0513,,WEAK_TYPE1,False,False,False,False,True,True
011wwe22fpt00001,龙腾路与龙驰路路口,南进口左转,4,5,1,6,011wwe22fjy00001,龙腾路与西山东路路口,3,1,evening_peak,0.3971,0.0027,0.3971,,,32.8,0.0344,,WEAK_TYPE1,False,False,False,False,True,True
011wwe289uc00001,姚家东路与姚家街路口,东进口直行,2,3,2,6,011wwe289c900001,姚家路与泺邑路路口,3,2,evening_peak,0.3967,0.0445,0.533,,0.8333,90.8,0.1626,0.0,WEAK_TYPE1,False,False,False,False,True,True
011wwe22xd900001,洪山路与洪山路路口,南进口直行,4,5,2,0,011wwe22xfx00001,洪山路与霞景路路口,5,2,evening_peak,0.3966,0.0751,0.3966,0.6015,0.6015,102.0,0.3975,0.6571,WEAK_TYPE1,False,False,False,False,True,True
011wwe22x4s00001,霞景路与洪山路路口,南进口直行,4,5,2,0,011wwe22xd900001,洪山路与洪山路路口,5,2,evening_peak,0.3962,0.0481,0.5586,,0.093,48.8,0.3966,0.6015,WEAK_TYPE1,False,False,False,False,True,True
011wwe28znc00001,康虹路与正奥路路口,西进口直行,6,7,2,2,011wwe29p1700001,奥体中路与康虹路路口,7,2,evening_peak,0.396,0.0452,0.396,,,92.4,0.2188,,WEAK_TYPE1,False,False,False,False,True,True
011wwe29gdt00001,凤山南路与凤凰路路口,南进口直行,4,5,2,0,011wwe29u9v00001,凤凰路与舜风路路口,5,2,evening_peak,0.3959,0.0748,0.4061,,,116.0,0.1022,,WEAK_TYPE1,False,False,False,False,True,True
011wwe280c300001,二环东路辅路与窑头路路口,南进口直行,4,5,2,0,011wwe2813t00001,二环东路与甸新南路路口,5,2,evening_peak,0.3955,0.0555,0.3955,1.0316,1.0316,143.4,0.5131,0.0,TYPE1_POINT,False,True,True,False,True,True
011wwe28em100001,海右路与海右路路口,北进口直行,0,1,2,4,011wwe28ej500001,养浩街与海右路路口,1,2,evening_peak,0.3955,0.0571,1.8163,,,45.2,0.3692,0.0,WEAK_TYPE1,False,False,False,False,True,True
